id,category,price,backers
63,sport,30.0,8
63,sport,50.0,29
63,sport,100.0,2
63,sport,250.0,0
63,sport,500.0,2
64,sport,100.0,13
64,sport,10.0,9
64,sport,20.0,6
64,sport,50.0,8
64,sport,80.0,1
64,sport,200.0,4
64,sport,500.0,0
64,sport,1000.0,0
65,sport,112.0,31
65,sport,10.0,13
65,sport,29.0,13
65,sport,50.0,23
65,sport,70.0,2
65,sport,95.0,5
65,sport,96.0,5
65,sport,220.0,8
65,sport,250.0,6
65,sport,350.0,5
65,sport,650.0,2
65,sport,950.0,4
65,sport,1200.0,0
65,sport,1400.0,1
65,sport,3000.0,0
65,sport,3100.0,0
65,sport,5500.0,0
65,sport,8500.0,0
66,sport,1.0,6
66,sport,50.0,11
66,sport,100.0,10
67,sport,160.0,3
67,sport,25.0,1
67,sport,45.0,1
67,sport,60.0,7
67,sport,95.0,1
67,sport,160.0,4
68,sport,10.0,21
68,sport,20.0,49
68,sport,60.0,27
69,sport,10.0,3
69,sport,30.0,3
69,sport,50.0,8
69,sport,100.0,10
69,sport,250.0,0
69,sport,500.0,2
69,sport,1000.0,1
70,sport,10.0,33
70,sport,30.0,18
70,sport,50.0,13
70,sport,75.0,1
70,sport,100.0,5
71,sport,5.0,3
71,sport,15.0,13
71,sport,25.0,14
71,sport,50.0,35
71,sport,100.0,8
71,sport,250.0,0
71,sport,500.0,1
72,sport,5.0,1
72,sport,14.0,26
72,sport,27.0,27
72,sport,39.0,12
72,sport,51.0,12
72,sport,64.0,8
72,sport,125.0,10
73,sport,70.0,5
73,sport,5.0,4
73,sport,10.0,5
73,sport,30.0,4
73,sport,50.0,6
73,sport,120.0,2
73,sport,300.0,0
73,sport,1000.0,0
74,sport,65.0,27
74,sport,24.0,62
74,sport,38.0,68
74,sport,49.0,29
74,sport,78.0,4
74,sport,92.0,5
74,sport,104.0,5
74,sport,38.0,6
74,sport,58.0,16
75,sport,5.0,1
75,sport,15.0,4
75,sport,30.0,4
75,sport,50.0,8
75,sport,75.0,1
75,sport,100.0,4
75,sport,150.0,0
75,sport,250.0,2
75,sport,500.0,0
76,sport,5.0,1
76,sport,25.0,4
76,sport,55.0,3
76,sport,85.0,6
76,sport,200.0,1
76,sport,500.0,0
77,sport,10.0,13
77,sport,20.0,32
77,sport,50.0,15
77,sport,75.0,4
77,sport,100.0,3
77,sport,250.0,2
77,sport,700.0,1
77,sport,1500.0,0
78,sport,25.0,42
78,sport,50.0,22
78,sport,75.0,1
78,sport,100.0,3
78,sport,150.0,3
78,sport,300.0,0
79,sport,25.0,9
79,sport,100.0,9
79,sport,250.0,6
79,sport,500.0,2
79,sport,1000.0,3
79,sport,2500.0,0
80,sport,150.0,44
80,sport,30.0,31
80,sport,60.0,138
80,sport,500.0,16
80,sport,5000.0,0
80,sport,10000.0,0
80,sport,50000.0,0
80,sport,100000.0,0
81,sport,350.0,10
81,sport,10.0,12
81,sport,20.0,2
81,sport,30.0,10
81,sport,50.0,6
81,sport,60.0,3
81,sport,75.0,0
81,sport,100.0,9
81,sport,175.0,1
82,sport,50.0,1
82,sport,10.0,9
82,sport,10.0,8
82,sport,10.0,10
82,sport,10.0,1
82,sport,25.0,1
82,sport,25.0,1
82,sport,30.0,10
82,sport,30.0,10
82,sport,30.0,0
82,sport,30.0,1
82,sport,30.0,1
82,sport,35.0,8
82,sport,35.0,5
82,sport,35.0,1
82,sport,35.0,0
82,sport,70.0,1
82,sport,70.0,3
82,sport,80.0,2
82,sport,100.0,1
82,sport,150.0,0
82,sport,300.0,1
83,sport,10.0,17
83,sport,30.0,53
83,sport,55.0,3
83,sport,70.0,10
83,sport,150.0,1
83,sport,2000.0,0
84,sport,50.0,34
84,sport,10.0,9
84,sport,20.0,39
84,sport,35.0,20
84,sport,90.0,8
84,sport,120.0,6
84,sport,160.0,1
84,sport,230.0,1
84,sport,300.0,0
84,sport,550.0,1
85,sport,10.0,3
85,sport,20.0,2
85,sport,30.0,3
85,sport,50.0,4
85,sport,100.0,4
85,sport,200.0,5
85,sport,500.0,2
85,sport,1000.0,1
86,sport,10.0,9
86,sport,25.0,6
86,sport,50.0,23
86,sport,100.0,12
86,sport,250.0,0
86,sport,500.0,1
87,sport,5.0,2
87,sport,15.0,51
87,sport,40.0,16
87,sport,70.0,17
87,sport,120.0,3
87,sport,150.0,2
87,sport,250.0,1
88,sport,35.0,53
88,sport,5.0,6
88,sport,10.0,3
88,sport,15.0,2
88,sport,25.0,14
88,sport,50.0,3
88,sport,76.0,4
88,sport,120.0,2
88,sport,3000.0,0
89,sport,149.0,4
89,sport,20.0,83
89,sport,49.0,22
89,sport,99.0,12
89,sport,249.0,6
